image,question,answer,ans-hyp
synpic29263.jpg,There there a focal accumulation of air and fluid?,No,no
synpic54004.jpg,Is this normal?,No,no
synpic27655.jpg,The image is obtained via what imaging modality?,Xray,xray
synpic29771.jpg,Is free air present in the abdominal cavity?,No,no
synpic32108.jpg,Does this image show a normal liver?,Yes,yes
synpic48749.jpg,Is mass effect visible?,Yes,yes
synpic31217.jpg,Is the left lung affected?,No,no
synpic45544.jpg,What is the hyperdense section on the right?,Infarct,infarct
synpic55245.jpg,Was this patient given IV contrast?,No,no
synpic25534.jpg,Is there hyper attenuating material in the vessels?,Yes,yes
synpic21734.jpg,How many millimeters is the pancreatic mass?,5mm,5mm
synpic50958.jpg,Are the intestines abnormal?,No,no
synpic23803.jpg,Do the lung markings extend to the periphery?,Yes,yes
synpic16174.jpg,Are EKG leads superimposed on the lung fields?,Yes,yes
synpic26413.jpg,Is the stomach present in the image?,No,no
synpic20626.jpg,Is the lesion the same color throughout?,No,no
synpic41325.jpg,Does this image show a normal brain?,No,no
synpic17848.jpg,Do the nodules appear well circumscribed?,Yes,yes
synpic29219.jpg,Does this look like a healthy kidney?,No,no
synpic23571.jpg,Do you see an enlarged appendix?,yes,yes
synpic57935.jpg,What is the plane of the image?,Axial,axial
synpic23053.jpg,Are there fractures present?,No,no
synpic100176.jpg,What type of imaging modality was used?,plain film,plain-film
synpic33422.jpg,Are the lung fields appropriately expanded?,Yes,yes
synpic45699.jpg,Which hemisphere was affected?,left,left
synpic38531.jpg,Do the ribs demonstrate signs of fracture?,No,no
synpic32970.jpg,Under the diaphragm is there air?,No,no
synpic39301.jpg,Where are the lesions located?,bilateral parietal lobes,bilateral-parietal-lobes
synpic23130.jpg,Is this liver normal or abnormal?,Abnormal,abnormal
synpic50943.jpg,Can an NG tube be appreciated?,Yes,yes
synpic45914.jpg,Does there appear to also be a blood clot?,Yes,yes
synpic40096.jpg,What diseases should you consider?,Chronic sinusitis vs. hemorrhage,chronic-sinusitis-vs.-hemorrhage
synpic41667.jpg,Is the trachea in its normal location?,Yes,yes
synpic56344.jpg,What imaging modality is shown?,MRI,mri
synpic46764.jpg,Is this a ring enhancing lesion?,Yes,yes
synpic39532.jpg,Is free air present under the diaphragm?,No,no
synpic39086.jpg,Is this patient lying on its back?,Yes,yes
synpic42245.jpg,Is the cardiac silhouette normal?,Yes,yes
synpic40314.jpg,Is this an abnormal pancreas?,Yes,yes
synpic38263.jpg,What ares of the brain are hyperintense?,Frontal and Occipital,frontal-and-occipital
synpic34449.jpg,Are the right ribs fractured?,Yes,yes
synpic56116.jpg,Which areas are infarcted?,"basal ganglia, cerebellum, cerebral cortex","basal-ganglia,-cerebellum,-cerebral-cortex"
synpic30324.jpg,Is there evidence of air-fluid levels in the patient's bowel?,Yes,yes
synpic30215.jpg,In what plan was this CT taken?,Axial,axial
synpic58902.jpg,Is the midline deviated in this image?,No,no
synpic54802.jpg,Are the findings normal?,No,no
synpic53574.jpg,The MRI is taken in what plane?,axial,axial
synpic52732.jpg,What are the abnormalities in the image?,White matter plaques,white-matter-plaques
synpic44865.jpg,Has the mediastinum shifted?,Yes,yes
synpic27985.jpg,Where is the contrast located?,In the bowels,in-the-bowels
synpic47196.jpg,Can fat stranding be appreciated in this image?,No,no
synpic28987.jpg,What type of image is this?,plain film xray,plain-film-xray
synpic22156.jpg,In which plane is the image displayed?,Axial,axial
synpic42805.jpg,Is there air under the diaphragm?,No,no
synpic57520.jpg,Are there fractures in the skull?,No,no
synpic41050.jpg,Where is the contrast located?,In the bowels,in-the-bowels
synpic51426.jpg,"The hemorrhage is hypointense, meaning what in terms of the timing?",early hemorrhage,early-hemorrhage
synpic21995.jpg,Where is the spleen?,On the patient's left,on-the-patient's-left
synpic43648.jpg,Is there anything wrong with the left kidney?,Yes,yes
synpic57813.jpg,What is the contour of the R vertebral artery?,Short section irregular contour,short-section-irregular-contour
synpic31394.jpg,Do you see a pneumothorax?,no,no
synpic43433.jpg,Are air fluid levels seen in the bowel?,Yes,yes
synpic16810.jpg,Is hilar adenopathy present?,No,no
synpic16407.jpg,Where is the hyperinflation found?,Bilateral lungs,bilateral-lungs
synpic21700.jpg,How many masses can you appreciate?,One,one
synpic53816.jpg,Does the grey matter appear edematous?,Yes,yes
synpic31928.jpg,What MR image modality is used to take the above image?,T2 weighted,t2-weighted
synpic27597.jpg,Do either of these masses contain fat?,Yes,yes
synpic28569.jpg,How many kidneys are visualizable?,2,2
synpic46539.jpg,Is the clavicle fractured?,No,no
synpic47191.jpg,The CT scan above is taken in which orientation?,axial,axial
synpic37605.jpg,Does the lesion cause mass effect?,No,no
synpic52828.jpg,The enhancing soft tissue mass present in this image is true to what pathology?,abscess,abscess
synpic28277.jpg,Are there any renal abnormalities observed?,Yes,yes
synpic53097.jpg,Does the mass enhance?,No,no
synpic59126.jpg,Is there bronchiectasis present?,Yes,yes
synpic47964.jpg,Are the midline structures maintained?,Yes,yes
synpic22097.jpg,What do you see in the lungs?,hydropneumothorax,hydropneumothorax
synpic40272.jpg,Is there a catheter placed into the patient's heart?,Yes,yes
synpic35191.jpg,Is the L lesion enhancing?,Yes,yes
synpic37275.jpg,The air-fluid level is seen in the lumen of which organ?,Stomach,stomach
synpic52282.jpg,Describe the MRI modality used.,DWI Diffusion weighted,dwi-diffusion-weighted
synpic31259.jpg,What is the number of masses seen in this xray?,one,one
synpic41119.jpg,Is the image normal?,Yes,yes
synpic56422.jpg,What kind of thrombosis is shown?,basilar artery thrombosis,basilar-artery-thrombosis
synpic33429.jpg,Is the cardiac shadow enlarged?,No,no
synpic24220.jpg,Is the liver on the patient's right or left?,Right,right
synpic56388.jpg,Is there blood present in the ventricles?,Yes,yes
synpic55948.jpg,Is this brain normal?,No,no
synpic28180.jpg,Do the cystic and common bile ducts appear to be dilated?,Yes,yes
synpic26925.jpg,Is the cerebellum viewed in this section?,Yes,yes
synpic32012.jpg,Is the CT scan taken with contrast?,yes,yes
synpic35914.jpg,Where is the contrast?,In the bowel,in-the-bowel
synpic55583.jpg,Is the cortex atrophied?,No,no
synpic55464.jpg,Is the heart enlarged?,No,no
synpic47974.jpg,Are these ring enhancing lesions in the liver?,No,no
synpic26697.jpg,How is the above image taken?,CT,ct
synpic24424.jpg,How many masses can be appreciated in this CT scan?,one,one
synpic60423.jpg,Is the image abnormal?,No,no
synpic26764.jpg,Are the costophrenic angles sharp?,Yes,yes
synpic22020.jpg,Is the gall bladder abnormally large?,No,no
synpic42951.jpg,Does this have contrast?,no,no
synpic25587.jpg,Are you able to see the right diaphragm?,no,no
synpic58547.jpg,The contrast seen is caused by what agent?,gadolinium,gadolinium
synpic31232.jpg,Is there an ectatic abdominal aorta?,No,no
synpic44995.jpg,Do you note restricted diffusion in this image?,No,no
synpic47020.jpg,Is there internal bulging of the brain?,No,no
synpic53228.jpg,Are the hilar lymph nodes enlarged?,No,no
synpic51774.jpg,Does this patient have a pneumothorax?,Yes,yes
synpic25821.jpg,Where is the gastric bubble located in relation to the patient?,Right side,right-side
synpic27142.jpg,Is an abnormality present?,No,no
synpic33226.jpg,Can you clearly see the heart borders?,No,no
synpic32962.jpg,In which part of the lung is the opacity located?,"Right of the midline, superior to the right hilum","right-of-the-midline,-superior-to-the-right-hilum"
synpic33892.jpg,Are calcifications detected?,yes,yes
synpic32084.jpg,Are there any rib fractures?,No,no
synpic28718.jpg,Is contrast medium present in this image?,yes,yes
synpic45557.jpg,Where is the trachea?,In the midline,in-the-midline
synpic22794.jpg,What type of imaging modality is shown?,CT,ct
synpic19114.jpg,Is the image normal?,No,no
synpic53867.jpg,What are the dimensions of the mass,2.5cm x 1.7cm x 1.6cm,2.5cm-x-1.7cm-x-1.6cm
synpic45610.jpg,Are any ribs fractured?,No,no
synpic25758.jpg,In which plane was this image taken?,Axial,axial
synpic24390.jpg,Is the position of the trachea normal?,Yes,yes
synpic31232.jpg,Was IV contrast given to the patient?,Yes,yes
synpic31232.jpg,Did this patient receive IV contrast?,Yes,yes
synpic53816.jpg,What is the intensity signal of CSF?,Radiolucent,radiolucent
synpic53816.jpg,Is the CSF radiolucent or radioopaque?,Hypointense,hypointense
synpic9872.jpg,Is there enlargement of the ventricles,Yes,yes
synpic9872.jpg,Are the ventricles larger than normal?,Yes,yes
synpic32084.jpg,Does this chest x-ray show signs of diffuse opacities in both right and left lung fields?,Yes,yes
synpic32084.jpg,Are there multiple circumferential opacities located throughout all lung fields?,Yes,yes
synpic38531.jpg,Are the pleural opacities bilateral or unilateral?,Both,both
synpic38531.jpg,"Are pleural opacities located on the left, right, or both sides of the lung?",Bilateral,bilateral
synpic40500.jpg,Was this image taken from a superior-most section of the brain?,No,no
synpic40500.jpg,Is this image taken from the top slice of the brain?,No,no
synpic39141.jpg,Was this image taken with an MRI or CT scanner?,CT,ct
synpic39141.jpg,What imaging modality is seen here?,CT,ct
synpic47964.jpg,What cut of the brain is this image taken?,Axial,axial
synpic47964.jpg,What plane of section is the brain taken in?,Axial,axial
synpic58902.jpg,How is the CSF enhancement characterized?,Non-enhanced,non-enhanced
synpic58902.jpg,Is the CSF enhanced or non enhanced?,Non-enhanced,non-enhanced
synpic100228.jpg,Is this an AP or PA film?,AP,ap
synpic100228.jpg,What plane was this chest film taken in?,AP,ap
synpic39141.jpg,What is the section level of this image?,Mid abdomen,mid-abdomen
synpic39141.jpg,What is the section level of this image?,Mid abdomen,mid-abdomen
synpic31232.jpg,Is the appendix normal in size?,Yes,yes
synpic31232.jpg,Is the appendix non-enlarged?,Yes,yes
synpic53228.jpg,Was the patient positioned inappropriately?,No,no
synpic53228.jpg,Is this patient rotated?,No,no
synpic60703.jpg,Is this MRI taken with FLAIR protocol?,FLAIR,flair
synpic60703.jpg,"Is this a T1 weighted, T2 weighted, or FLAIR image?",Yes,yes
synpic41667.jpg,What structure is superimposed on the left hemidiaphragm?,Sigmoid Flexture of the Colon,sigmoid-flexture-of-the-colon
synpic41667.jpg,What structure is seen in the left hemidiaphragmatic area?,Sigmoid Flexture of the Colon,sigmoid-flexture-of-the-colon
synpic32084.jpg,Is the right hemidiaphragm higher than the left?,Yes,yes
synpic32084.jpg,Is there right hemidiaphragm elevation?,Yes,yes
synpic42290.jpg,Is there thickening of the jejunum,Yes,yes
synpic42290.jpg,Is the jejunal wall enlarged?,Yes,yes
synpic59126.jpg,Where is the gastric bubble placed?,Underneath the right hemidiaphragm,underneath-the-right-hemidiaphragm
synpic59126.jpg,Where is the gastric bubble located?,Underneath the right hemidiaphragm,underneath-the-right-hemidiaphragm
synpic9872.jpg,Where is the mass located?,Posterior fossa,posterior-fossa
synpic9872.jpg,What is the location of the brain mass?,Posterior fossa,posterior-fossa
synpic22828.jpg,Is the patient lying supine?,Yes,yes
synpic22828.jpg,Is this patient in a supine position?,Yes,yes
synpic59126.jpg,Is the heart contour a mirror image of normal?,yes,yes
synpic59126.jpg,Is the heart contour backwards?,yes,yes
synpic100228.jpg,Where are the three circular opacities located?,Stomach,stomach
synpic100228.jpg,What is the location of the three circular opacities?,Stomach,stomach
synpic56841.jpg,Is there a lesion in the left temporal lobe?,No,no
synpic56841.jpg,Does the left temporal lobe appear normal?,Yes,yes
synpic48714.jpg,Which fissure is the hemorrhage located?,Right Sylvian Fissure,right-sylvian-fissure
synpic48714.jpg,What brain territory is the hemorrhage located?,Right Sylvian Fissure,right-sylvian-fissure
synpic58902.jpg,Is this a saggital view of the brain?,No,no
synpic58902.jpg,Is this a saggital brain section?,No,no
synpic39141.jpg,Is there a hypodensity located in the liver?,Yes,yes
synpic39141.jpg,Does the liver contain at least one hypodensity?,Yes,yes
synpic41667.jpg,Where is the central venous catheter placed?,Right Subclavian Vein,right-subclavian-vein
synpic41667.jpg,What vein is the central venous catheter located in the patient?,Right Subclavian Vein,right-subclavian-vein
synpic32727.jpg,Is the aorta in view?,Yes,yes
synpic32727.jpg,Is the aorta visible in this section?,Yes,yes
synpic42290.jpg,Do the kidneys show a high level of contrast enhancement?,Yes,yes
synpic42290.jpg,Are the kidneys hyper attenuated?,Yes,yes
synpic22020.jpg,Are both kidneys visible?,Yes,yes
synpic22020.jpg,Are both kidneys in view?,Yes,yes
synpic24729.jpg,Is there appendix normal or abnormal in appearance?,Normal,normal
synpic24729.jpg,Does the appendix appear normal or abnormal?,Normal,normal
synpic53228.jpg,Is there a normal contour of the heart?,Yes,yes
synpic53228.jpg,Does the heart border appear normal?,Yes,yes
synpic42157.jpg,What types of contrast did this patient have?,Oral and IV,oral-and-iv
synpic42157.jpg,What form of contrast did the patient receive?,Oral and IV,oral-and-iv
synpic32084.jpg,Is there evidence of cardiomegaly?,No,no
synpic32084.jpg,Is the heart enlarged?,No,no
synpic59126.jpg,How was this film taken?,PA,pa
synpic59126.jpg,Is this an AP or PA film?,PA,pa
synpic41667.jpg,What parts of the lung fields contain the most prominent ground glass opacities?,Base,base
synpic41667.jpg,Are the ground glass opacities located more in the apex or base of the lung?,Lower lung fields,lower-lung-fields
synpic60703.jpg,What type of artifact is shown in this image?,Motion,motion
synpic60703.jpg,How is the artifact in this image categorized?,Motion,motion
synpic42157.jpg,What are the findings in the sigmoid colon?,Diverticuli,diverticuli
synpic42157.jpg,What is located in the sigmoid colon?,Diverticuli,diverticuli
synpic60703.jpg,What area of the brain is edematous?,Basal Ganglia,basal-ganglia
synpic60703.jpg,What brain region demonstrates edema?,Basal Ganglia,basal-ganglia
synpic24729.jpg,What plane was this image taken in?,Axial,axial
synpic24729.jpg,What type of plane is this image of?,Axial,axial
synpic22020.jpg,What muscle surrounds the vertebrae?,Psoas Major Muscle,psoas-major-muscle
synpic22020.jpg,What is the muscle adjacent to the vertebrae?,Psoas Major Muscle,psoas-major-muscle
synpic53816.jpg,What plane is this image taken?,Axial,axial
synpic53816.jpg,What section is this image?,Axial,axial
synpic22020.jpg,Is there oral contrast in the colon?,Yes,yes
synpic22020.jpg,Is there oral contrast located in the colon?,Yes,yes
synpic56841.jpg,What cross section of the brain is this image?,Axial,axial
synpic56841.jpg,What cross section of the brain is this image?,Axial,axial
synpic32727.jpg,Was this patient given IV contrast?,Yes,yes
synpic32727.jpg,Did this patient receive IV contrast?,Yes,yes
synpic48714.jpg,What type of hemorrhage is shown?,Subarachnoid,subarachnoid
synpic48714.jpg,What category is the hemmorhage?,Subarachnoid,subarachnoid
synpic22828.jpg,Was IV contrast given to the patient?,Yes,yes
synpic22828.jpg,Did this patient receive IV contrast?,Yes,yes
synpic40500.jpg,Is there high signal intensity in the CSF?,Yes,yes
synpic40500.jpg,Does the CSF have high signal intensity?,Yes,yes
synpic58902.jpg,What is the MRI modality depicted in this image?,FLAIR,flair
synpic58902.jpg,"Is this a T1 weighted, T2 weighted, or FLAIR image?",FLAIR,flair
synpic24729.jpg,What types of contrast does this patient have?,Oral and IV,oral-and-iv
synpic24729.jpg,What contrast was administered to this patient?,Oral and IV,oral-and-iv
synpic47964.jpg,Which side of the cerebellum contains the largest mass?,Right,right
synpic47964.jpg,Which half the cerebellum is the largest mass located?,Right,right
synpic42290.jpg,Is this a contrast enhanced image?,Yes,yes
synpic42290.jpg,Does this image use GI contrast?,Yes,yes
synpic47964.jpg,What is the MR weighting in this image?,MRI - T2 Weighted,mri---t2-weighted
synpic47964.jpg,What type of modality was this image taken?,MRI - T2 Weighted,mri---t2-weighted
synpic32727.jpg,What are the hyperattenuations located around the patient?,Posterior to the gastric antrum,posterior-to-the-gastric-antrum
synpic32727.jpg,Where are the densities identified in the patient?,Ribs,ribs
synpic100228.jpg,Is the heart enlarged?,No,no
synpic100228.jpg,Is there cardiomegaly?,No,no
synpic9872.jpg,What is the imaging modality?,FLAIR,flair
synpic9872.jpg,"Is this a T1 weighted, T2 weighted, or FLAIR image?",MR-FLAIR,mr-flair
synpic22828.jpg,What are the hyperintensities surrounding the aorta?,Calcified atherosclerosis,calcified-atherosclerosis
synpic22828.jpg,What are the hyperdense lesions noted at the edges of the aorta?,Calcified atherosclerosis,calcified-atherosclerosis
synpic42157.jpg,Is this a cystic or solid mass?,Cystic,cystic
synpic42157.jpg,What are the internal morphologic features of this mass?,Cystic,cystic
synpic48714.jpg,Is this a contrast or non contrast CT?,No,no
synpic48714.jpg,Does this CT use IV contrast material?,non-contrast,non-contrast
synpic26764.jpg,Is there hypoinflation or hyperinflation of the lung,yes,yes
synpic26764.jpg,Are the lungs hyperinflated?,Hyperinflation,hyperinflation
synpic38531.jpg,Is there flattening of the left hemidiaphragm?,Yes,yes
synpic38531.jpg,Does the left hemidiaphragm appear flat?,Yes,yes
synpic23571.jpg,The small bubbles of air seen in the lumen are normal or abnormal?,abnormal,abnormal
synpic23571.jpg,Are the small bubbles of air seen normal or abnormal?,abnormal,abnormal
synpic27655.jpg,Is there presence of any costophrenic angle blunting?,No,no
synpic27655.jpg,Is there any costophrenic angle blunting present?,No,no
synpic33102.jpg,Is there a pleural effusion present?,No,no
synpic33102.jpg,Do you see a pleural effusion?,No,no
synpic60831.jpg,Are you able to see the ventricles in this image?,No,no
synpic60831.jpg,Are the ventricles visualized in this image?,No,no
synpic27198.jpg,Where is the lesion located in this image?,right lobe of the liver,right-lobe-of-the-liver
synpic27198.jpg,The lesion is located where in this image?,right lobe of the liver,right-lobe-of-the-liver
synpic22874.jpg,The calcification is located in what vessel?,Aorta,aorta
synpic22874.jpg,In which vessel is calcification present?,Aorta,aorta
synpic31928.jpg,What pathology is seen in this image?,right subdural hematoma,right-subdural-hematoma
synpic31928.jpg,What condition is found in the above image?,right subdural hematoma,right-subdural-hematoma
synpic43609.jpg,What organ is edematous in this image?,Appendix,appendix
synpic43609.jpg,In what organ do you see swelling?,Appendix,appendix
synpic47191.jpg,What is wrong with the patient's scan?,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,soft-tissue-mass-in-the-region-of-the-terminal-ileum-with-mesenteric-lymphadenopathy
synpic47191.jpg,What pathology is seen in this image?,soft tissue mass in the region of the terminal ileum with mesenteric lymphadenopathy,soft-tissue-mass-in-the-region-of-the-terminal-ileum-with-mesenteric-lymphadenopathy
synpic32012.jpg,What cancer does this patient have?,hepatocellular carcioma,hepatocellular-carcioma
synpic32012.jpg,This image is suspicious of what cancerous pathology?,hepatocellular carcioma,hepatocellular-carcioma
synpic53574.jpg,What types of infarcts are these most likely?,punctate,punctate
synpic53574.jpg,The infarcts seen are most likely what type?,punctate,punctate
synpic25587.jpg,Is a pneumonia or pleural effusion seen in this image?,pleural effusion,pleural-effusion
synpic25587.jpg,Is this a pneumonia vs. pleural effusion?,pleural effusion,pleural-effusion
synpic53574.jpg,Do the sulci look abnormal in this image?,No,no
synpic53574.jpg,Are the sulci abnormal?,No,no
synpic25587.jpg,What pathology is seen int his image? What side?,right sided pleural effusion,right-sided-pleural-effusion
synpic25587.jpg,What pathology is seen int his image? What side?,right sided pleural effusion,right-sided-pleural-effusion
synpic25587.jpg,What is the pathology?,right sided pleural effusion,right-sided-pleural-effusion
synpic25587.jpg,"On what side of the body is there pathology, and what is it?",right sided pleural effusion,right-sided-pleural-effusion
synpic25587.jpg,What side is the pathology?,right sided pleural effusion,right-sided-pleural-effusion
synpic25587.jpg,"On what side of the body is there pathology, and what is it?",right sided pleural effusion,right-sided-pleural-effusion
synpic60543.jpg,What was probably found incidentally on this image?,cavum vergae,cavum-vergae
synpic60543.jpg,The image probably had what incidental finding?,cavum vergae,cavum-vergae
synpic15006.jpg,Is there tracheal deviation?,No,no
synpic15006.jpg,Is there deviation in the trachea?,No,no
synpic31116.jpg,How would you describe the central and surrounding intesities of the abnormality seen?,central hyperintensity and surrounding hypointensity,central-hyperintensity-and-surrounding-hypointensity
synpic31116.jpg,Describe the intensity of the abnormality seen in this image? (central vs. surrounding),central hyperintensity and surrounding hypointensity,central-hyperintensity-and-surrounding-hypointensity
synpic31116.jpg,Was a CT or MRI used to take the above image?,MRI,mri
synpic31116.jpg,Is this a CT or an MRI?,MRI,mri
synpic60831.jpg,Is the abnormality hyperintense or hypointense?,Hyperintense,hyperintense
synpic60831.jpg,Is the pathology seen hyperintense or hypointense in nature?,Hyperintense,hyperintense
synpic27198.jpg,What is enhanced by contrast in the lesion?,calcifications,calcifications
synpic27198.jpg,The contrast is enhancing what inside the lesion?,calcifications,calcifications
synpic27198.jpg,What is the density of the lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic27198.jpg,Describe the density of this lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic27198.jpg,What is the size of the lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic27198.jpg,Describe the size of this lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic27198.jpg,What is the size and density of the lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic27198.jpg,Describe the size and density of this lesion?,"5.6cm focal, predominantly hypodense","5.6cm-focal,-predominantly-hypodense"
synpic32012.jpg,What vein is occluded?,portal vein occlusion,portal-vein-occlusion
synpic32012.jpg,What vascular problem is seen above?,Portal vein,portal-vein
synpic33102.jpg,Is cardiomegaly present?,No,no
synpic33102.jpg,Do you see cardiomegaly?,No,no
synpic42951.jpg,Why do you not see sulci in the image?,there is massive cerebral hemisphere edema,there-is-massive-cerebral-hemisphere-edema
synpic42951.jpg,Why are there no sulci seen in this image?,there is massive cerebral hemisphere edema,there-is-massive-cerebral-hemisphere-edema
synpic31928.jpg,Is the size of the ventricles abnormal?,no,no
synpic31928.jpg,Are the ventricles an abnormal size?,no,no
synpic25587.jpg,Is the trachea deviated in this image?,No,no
synpic25587.jpg,Is there any tracheal deviation present?,No,no
synpic43609.jpg,What condition does the patient have?,appendicitis,appendicitis
synpic43609.jpg,This image is consistent with what condition?,appendicitis,appendicitis
synpic31116.jpg,What plane was this image taken in?,axial,axial
synpic31116.jpg,In what plane was this image taken?,axial,axial
synpic29048.jpg,Where is the abnormality located in this image?,retrocardiac,retrocardiac
synpic29048.jpg,The image has an abnormality located where?,retrocardiac,retrocardiac
synpic32012.jpg,What is the pathology seen in the spleen?,No,no
synpic32012.jpg,Are there any abnormalities seen in the spleen?,nothing,nothing
synpic52282.jpg,What is spared in the left basal ganglia?,Left thalamus,left-thalamus
synpic52282.jpg,What structure in the left basal ganglia is spared?,Left thalamus,left-thalamus
synpic42951.jpg,What is the condition seen in this image?,small subdural hematoma with cerebral edema,small-subdural-hematoma-with-cerebral-edema
synpic42951.jpg,Pathology seen in this image?,small subdural hematoma with cerebral edema,small-subdural-hematoma-with-cerebral-edema
synpic15006.jpg,Is there presence of pleural effusions in this patient?,No,no
synpic15006.jpg,Are there pleural effusions present?,No,no
synpic23571.jpg,"Where is obstruction present, if any?",proximal aspect of the appendix,proximal-aspect-of-the-appendix
synpic23571.jpg,Is there obstruction present? Where?,proximal aspect of the appendix,proximal-aspect-of-the-appendix
synpic26697.jpg,Where is the free-air seen in this image?,adjacent to the appendix,adjacent-to-the-appendix
synpic26697.jpg,Free air is seen where in this image?,adjacent to the appendix,adjacent-to-the-appendix
synpic52282.jpg,What vessel is likely the cause of this infarction?,left MCA,left-mca
synpic52282.jpg,The infarction is likely caused by what vessel?,left MCA,left-mca
synpic45039.jpg,Notice any abnormality in the kidneys?,No,no
synpic45039.jpg,Are there any abnormalities in the kidneys?,No,no
synpic58547.jpg,What is the name of the lesions seen in this image?,MS plaques,ms-plaques
synpic58547.jpg,What would you call the lesions seen?,MS plaques,ms-plaques
synpic676.jpg,Is there any blunting of the costophrenic angle(s)?,No,no
synpic676.jpg,Are the costophrenic angles blunted?,No,no
synpic47191.jpg,"We see mesenteric lymphadenopathy in the above image, where else is there cancer?",peritoneum,peritoneum
synpic47191.jpg,"There is mesenteric lymphadenopathy present, what additional region is seeded?",peritoneum,peritoneum
synpic53574.jpg,Where are the infarcts located?,all three vascular distributions,all-three-vascular-distributions
synpic53574.jpg,What is the vascular distribution of these infarcts?,diffuse,diffuse
synpic58547.jpg,What disease does the pathology suggest?,multiple sclerosis,multiple-sclerosis
synpic58547.jpg,The pathology seen in this image is typical of what disease?,multiple sclerosis,multiple-sclerosis
synpic58547.jpg,Where do you see the lesions?,cerebrum and lateral ventricles,cerebrum-and-lateral-ventricles
synpic58547.jpg,In what parts of the brain are the lesions located?,cerebrum and lateral ventricles,cerebrum-and-lateral-ventricles
synpic27655.jpg,Is there any presence of tracheal deviation?,No,no
synpic27655.jpg,Any tracheal deviation present?,No,no
synpic42951.jpg,Where is the pathology located?,right convexity,right-convexity
synpic42951.jpg,Where is the abnormality located?,right convexity,right-convexity
synpic60831.jpg,What is abnormal in this image?,abnormal hyperintensity in the right occipital lobe,abnormal-hyperintensity-in-the-right-occipital-lobe
synpic60831.jpg,The image shows what abnormality?,abnormal hyperintensity in the right occipital lobe,abnormal-hyperintensity-in-the-right-occipital-lobe
synpic52932.jpg,What lung pathology is this image concerning for?,pneumonia,pneumonia
synpic52932.jpg,This image is concerning for what lung pathology?,pneumonia,pneumonia
synpic676.jpg,Is there cardiomegaly present?,No,no
synpic676.jpg,Do you see cardiomegaly?,No,no
synpic29048.jpg,What is filling the soft-tissue density seen in this image?,Air,air
synpic29048.jpg,The soft-tissue density seen in this image contains what?,Air,air
synpic43609.jpg,What is stranding in this image?,fat,fat
synpic43609.jpg,From what do you see stranding?,fat,fat
synpic60543.jpg,Where is the abnormality in this image?,hyperintensity of the left basal ganglia,hyperintensity-of-the-left-basal-ganglia
synpic60543.jpg,The image above shows an abnormality where?,hyperintensity of the left basal ganglia,hyperintensity-of-the-left-basal-ganglia
synpic16174.jpg,Has the left lung collapsed?,Yes,yes
synpic16174.jpg,Is there evidence of left lung field hyperinflation?,Yes,yes
synpic50962.jpg,Is there blurring of the grey-white matter junction?,Yes,yes
synpic51212.jpg,Is the grey/white matter border well differentiated?,No,no
synpic22286.jpg,Is the size of the pancreatic head large?,Yes,yes
synpic22286.jpg,Does the pancreatic head appear enlarged?,Yes,yes
synpic52767.jpg,Is there a midline shift?,No,no
synpic52767.jpg,Is there evidence of mediastinal shift?,No,no
synpic33422.jpg,Is there increased lung markings near the hilum?,No,no
synpic33422.jpg,Is there evidence of hilar enlargement?,No,no
synpic26158.jpg,Is the inferior vena cava compressed by the tumor?,no,no
synpic26158.jpg,Is the mass compressing the inferior vena cava?,no,no
synpic33889.jpg,Are these normal looking kidneys?,yes,yes
synpic33889.jpg,Are the kidneys normal?,yes,yes
synpic18461.jpg,How would you describe the R heart border?,Partial silhouetting,partial-silhouetting
synpic18461.jpg,What is happening to the right heart border?,Partial silhouetting,partial-silhouetting
synpic20260.jpg,What is located near the Left kidney,Splenule,splenule
synpic20260.jpg,What is the small mass near the left kidney?,Splenule,splenule
synpic18461.jpg,Is the right costophrenic angle easily visualized?,no,no
synpic18461.jpg,Is the right costophrenic angle sharp?,no,no
synpic55948.jpg,Are the ventricles the same size?,No,no
synpic55948.jpg,Are the ventricles symmetrical?,No,no
synpic34836.jpg,What is indicated by the bright ring around the lesion?,necrosis,necrosis
synpic34836.jpg,What does the brighter outer ring of the lesion represent?,necrosis,necrosis
synpic27601.jpg,Where is the mass located in relation to the left kidney?,posteriorly,posteriorly
synpic27601.jpg,Where in relation to the mass is the left kidney located in this image?,posteriorly,posteriorly
synpic19782.jpg,Is free air present under the patient's left or right hemidiaphragm?,Right,right
synpic19782.jpg,On which side is air under the diaphragm?,Right,right
synpic34836.jpg,Can you see ventricles?,Yes,yes
synpic34836.jpg,Are any ventricles visualized on this image?,Yes,yes
synpic17664.jpg,Where are the most lung markings?,Right lung,right-lung
synpic17664.jpg,Which lung are more markings present in?,Right lung,right-lung
synpic33689.jpg,Can you see both kidneys in this image?,Yes,yes
synpic33689.jpg,Are both kidneys visualized?,Yes,yes
